kode,cmg,tipe,nomor,keparahan,deskripsi,regional,kelas_rs,kepemilikan,rawat,tarif_kelas3,tarif_kelas2,tarif_kelas1
E-4-13-I,E,4,13,I,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (RINGAN),1,A,PEMERINTAH,INAP,5399200,6290100,7181000
E-4-13-II,E,4,13,II,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (SEDANG),1,A,PEMERINTAH,INAP,7908800,9213800,10518800
E-4-13-III,E,4,13,III,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (BERAT),1,A,PEMERINTAH,INAP,10338500,12044300,13750200
F-4-10-I,F,4,10,I,SCHIZOFRENIA (RINGAN),1,A,PEMERINTAH,INAP,5748200,6696600,7645100
F-4-10-II,F,4,10,II,SCHIZOFRENIA (SEDANG),1,A,PEMERINTAH,INAP,6606300,7696300,8786400
F-4-10-III,F,4,10,III,SCHIZOFRENIA (BERAT),1,A,PEMERINTAH,INAP,7927600,9235600,10543700
F-4-11-I,F,4,11,I,DEPRESI MAYOR (RINGAN),1,A,PEMERINTAH,INAP,6309700,7350800,8391900
F-4-11-II,F,4,11,II,DEPRESI MAYOR (SEDANG),1,A,PEMERINTAH,INAP,6477300,7546000,8614800
F-4-11-III,F,4,11,III,DEPRESI MAYOR (BERAT),1,A,PEMERINTAH,INAP,8306200,9676700,11047300
F-4-12-I,F,4,12,I,GANGGUAN PERSONALITI & KONTROL IMPULSE (RINGAN),1,A,PEMERINTAH,INAP,3679400,4286500,4893600
F-4-12-II,F,4,12,II,GANGGUAN PERSONALITI & KONTROL IMPULSE (SEDANG),1,A,PEMERINTAH,INAP,5410900,6303600,7196400
F-4-12-III,F,4,12,III,GANGGUAN PERSONALITI & KONTROL IMPULSE (BERAT),1,A,PEMERINTAH,INAP,10826100,12612400,14398700
F-4-13-I,F,4,13,I,GANGGUAN BIPOLAR (RINGAN),1,A,PEMERINTAH,INAP,4478200,5217100,5956100
F-4-13-II,F,4,13,II,GANGGUAN BIPOLAR (SEDANG),1,A,PEMERINTAH,INAP,7285300,8487300,9689400
F-4-13-III,F,4,13,III,GANGGUAN BIPOLAR (BERAT),1,A,PEMERINTAH,INAP,9298600,10832800,12367100
F-4-14-I,F,4,14,I,DEPRESI (RINGAN),1,A,PEMERINTAH,INAP,2555100,2976700,3398300
F-4-14-II,F,4,14,II,DEPRESI (SEDANG),1,A,PEMERINTAH,INAP,3277200,3817900,4358700
F-4-14-III,F,4,14,III,DEPRESI (BERAT),1,A,PEMERINTAH,INAP,5117700,5962100,6806500
F-4-15-I,F,4,15,I,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (RINGAN)",1,A,PEMERINTAH,INAP,4069100,4740500,5411900
F-4-15-II,F,4,15,II,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (SEDANG)",1,A,PEMERINTAH,INAP,6063400,7063900,8064400
F-4-15-III,F,4,15,III,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (BERAT)",1,A,PEMERINTAH,INAP,8005600,9326500,10647500
F-4-16-I,F,4,16,I,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (RINGAN),1,A,PEMERINTAH,INAP,8006100,9327100,10648100
F-4-16-II,F,4,16,II,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (SEDANG),1,A,PEMERINTAH,INAP,9308300,10844200,12380100
F-4-16-III,F,4,16,III,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (BERAT),1,A,PEMERINTAH,INAP,12425000,14475100,16525300
F-4-17-I,F,4,17,I,GANGGUAN MENTAL PADA KANAK-KANAK (RINGAN),1,A,PEMERINTAH,INAP,2551000,2971900,3392800
F-4-17-II,F,4,17,II,GANGGUAN MENTAL PADA KANAK-KANAK (SEDANG),1,A,PEMERINTAH,INAP,6706600,7813200,8919800
F-4-17-III,F,4,17,III,GANGGUAN MENTAL PADA KANAK-KANAK (BERAT),1,A,PEMERINTAH,INAP,7201300,8389500,9577800
F-4-18-I,F,4,18,I,GANGGUAN NUTRISI KOMPULSIF (RINGAN),1,A,PEMERINTAH,INAP,6956700,8104500,9252400
F-4-18-II,F,4,18,II,GANGGUAN NUTRISI KOMPULSIF (SEDANG),1,A,PEMERINTAH,INAP,8702300,10138100,11574000
F-4-18-III,F,4,18,III,GANGGUAN NUTRISI KOMPULSIF (BERAT),1,A,PEMERINTAH,INAP,13490400,15716300,17942200
F-4-19-I,F,4,19,I,GANGGUAN MENTAL LAIN-LAIN (RINGAN),1,A,PEMERINTAH,INAP,5982700,6969900,7957000
F-4-19-II,F,4,19,II,GANGGUAN MENTAL LAIN-LAIN (SEDANG),1,A,PEMERINTAH,INAP,6808100,7931400,9054800
F-4-19-III,F,4,19,III,GANGGUAN MENTAL LAIN-LAIN (BERAT),1,A,PEMERINTAH,INAP,8476000,9874500,11273100
G-1-01-I,G,1,1,I,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (RINGAN),1,A,PEMERINTAH,INAP,32973800,38414400,43855100
G-1-01-II,G,1,1,II,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (SEDANG),1,A,PEMERINTAH,INAP,38138900,44431800,50724700
G-1-01-III,G,1,1,III,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (BERAT),1,A,PEMERINTAH,INAP,60188500,70119600,80050600
G-1-10-I,G,1,10,I,KRANIOTOMI (RINGAN),1,A,PEMERINTAH,INAP,35066200,40852100,46638000
G-1-10-II,G,1,10,II,KRANIOTOMI (SEDANG),1,A,PEMERINTAH,INAP,42947300,50033600,57119900
G-1-10-III,G,1,10,III,KRANIOTOMI (BERAT),1,A,PEMERINTAH,INAP,52776400,61484500,70192600
G-1-11-I,G,1,11,I,PROSEDUR VENTRICULAR SHUNT (RINGAN),1,A,PEMERINTAH,INAP,17260000,20107900,22955800
G-1-11-II,G,1,11,II,PROSEDUR VENTRICULAR SHUNT (SEDANG),1,A,PEMERINTAH,INAP,31555200,36761800,41968400
G-1-11-III,G,1,11,III,PROSEDUR VENTRICULAR SHUNT (BERAT),1,A,PEMERINTAH,INAP,50707800,59074600,67441400
G-1-12-I,G,1,12,I,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (RINGAN),1,A,PEMERINTAH,INAP,7463000,8694400,9925800
G-1-12-II,G,1,12,II,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (SEDANG),1,A,PEMERINTAH,INAP,13509100,15738100,17967200
G-1-12-III,G,1,12,III,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (BERAT),1,A,PEMERINTAH,INAP,18410400,21448100,24485800
G-1-13-I,G,1,13,I,PROSEDUR CARPAL TUNNEL RELEASE (RINGAN),1,A,PEMERINTAH,INAP,3781100,4405000,5028800
G-1-13-II,G,1,13,II,PROSEDUR CARPAL TUNNEL RELEASE (SEDANG),1,A,PEMERINTAH,INAP,6212200,7237200,8262200
G-1-13-III,G,1,13,III,PROSEDUR CARPAL TUNNEL RELEASE (BERAT),1,A,PEMERINTAH,INAP,13174000,15347700,17521400
G-1-20-I,G,1,20,I,PROSEDUR SARAF KRANIAL DAN PERIFER (RINGAN),1,A,PEMERINTAH,INAP,12204900,14218700,16232500
G-1-20-II,G,1,20,II,PROSEDUR SARAF KRANIAL DAN PERIFER (SEDANG),1,A,PEMERINTAH,INAP,19456300,22666600,25876900
D-4-11-I,D,4,11,I,GANGGUAN PEMBEKUAN DARAH (RINGAN),1,A,PEMERINTAH,INAP,5904100,6878300,7852500
D-4-11-II,D,4,11,II,GANGGUAN PEMBEKUAN DARAH (SEDANG),1,A,PEMERINTAH,INAP,10609400,12359900,14110500
D-4-11-III,D,4,11,III,GANGGUAN PEMBEKUAN DARAH (BERAT),1,A,PEMERINTAH,INAP,14574600,16979400,19384300
D-4-12-I,D,4,12,I,KRISIS ANEMIA SEL SICKLE (RINGAN),1,A,PEMERINTAH,INAP,5264500,6133100,7001700
D-4-12-II,D,4,12,II,KRISIS ANEMIA SEL SICKLE (SEDANG),1,A,PEMERINTAH,INAP,7301900,8506700,9711600
D-4-12-III,D,4,12,III,KRISIS ANEMIA SEL SICKLE (BERAT),1,A,PEMERINTAH,INAP,10841100,12629900,14418700
D-4-13-I,D,4,13,I,GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE (RINGAN),1,A,PEMERINTAH,INAP,4362200,5081900,5801700
D-4-13-II,D,4,13,II,GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE (SEDANG),1,A,PEMERINTAH,INAP,6173900,7192600,8211300
D-4-13-III,D,4,13,III,GANGGUAN SEL DARAH MERAH SELAIN KRISIS ANEMIA SEL SICKLE (BERAT),1,A,PEMERINTAH,INAP,7896600,9199500,10502500
D-4-14-I,D,4,14,I,GANGGUAN PADA DARAH & ORGAN PEMBENTUK DARAH LAIN-LAIN (RINGAN),1,A,PEMERINTAH,INAP,4678500,5450500,6222500
D-4-14-II,D,4,14,II,GANGGUAN PADA DARAH & ORGAN PEMBENTUK DARAH LAIN-LAIN (SEDANG),1,A,PEMERINTAH,INAP,7660000,8923900,10187800
D-4-14-III,D,4,14,III,GANGGUAN PADA DARAH & ORGAN PEMBENTUK DARAH LAIN-LAIN (BERAT),1,A,PEMERINTAH,INAP,9368900,10914800,12460700
E-1-01-I,E,1,1,I,PROSEDUR KELENJAR PITUITARI DAN PINEAL (RINGAN),1,A,PEMERINTAH,INAP,18442100,21485100,24528000
E-1-01-II,E,1,1,II,PROSEDUR KELENJAR PITUITARI DAN PINEAL (SEDANG),1,A,PEMERINTAH,INAP,21095200,24575900,28056600
E-1-01-III,E,1,1,III,PROSEDUR KELENJAR PITUITARI DAN PINEAL (BERAT),1,A,PEMERINTAH,INAP,36392700,42397500,48402300
E-1-10-I,E,1,10,I,PROSEDUR KELENJAR ADRENAL (RINGAN),1,A,PEMERINTAH,INAP,13969800,16274800,18579800
E-1-10-II,E,1,10,II,PROSEDUR KELENJAR ADRENAL (SEDANG),1,A,PEMERINTAH,INAP,18368700,21399500,24430400
E-1-10-III,E,1,10,III,PROSEDUR KELENJAR ADRENAL (BERAT),1,A,PEMERINTAH,INAP,32880000,38305200,43730400
E-1-20-I,E,1,20,I,"PROSEDUR PADA TIROID, PARATIROID DAN SALURAN TIROGLOSAL (RINGAN)",1,A,PEMERINTAH,INAP,10976800,12788000,14599200
E-1-20-II,E,1,20,II,"PROSEDUR PADA TIROID, PARATIROID DAN SALURAN TIROGLOSAL (SEDANG)",1,A,PEMERINTAH,INAP,14774500,17212300,19650100
E-1-20-III,E,1,20,III,"PROSEDUR PADA TIROID, PARATIROID DAN SALURAN TIROGLOSAL (BERAT)",1,A,PEMERINTAH,INAP,20362200,23722000,27081800
E-4-10-I,E,4,10,I,PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK (RINGAN),1,A,PEMERINTAH,INAP,3884700,4525700,5166700
E-4-10-II,E,4,10,II,PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK (SEDANG),1,A,PEMERINTAH,INAP,7524000,8765400,10006900
E-4-10-III,E,4,10,III,PENYAKIT KENCING MANIS & GANGGUAN NUTRISI/ METABOLIK (BERAT),1,A,PEMERINTAH,INAP,12607200,14687400,16767600
E-4-11-I,E,4,11,I,HIPOVOLEMIA & GANGGUAN ELEKROLIT (RINGAN),1,A,PEMERINTAH,INAP,4315200,5027200,5739300
E-4-11-II,E,4,11,II,HIPOVOLEMIA & GANGGUAN ELEKROLIT (SEDANG),1,A,PEMERINTAH,INAP,6578900,7664400,8750000
E-4-11-III,E,4,11,III,HIPOVOLEMIA & GANGGUAN ELEKROLIT (BERAT),1,A,PEMERINTAH,INAP,8914900,10385800,11856800
E-4-12-I,E,4,12,I,GANGGUAN METABOLIK BAWAAN (RINGAN),1,A,PEMERINTAH,INAP,4958100,5776200,6594300
E-4-12-II,E,4,12,II,GANGGUAN METABOLIK BAWAAN (SEDANG),1,A,PEMERINTAH,INAP,8586200,10002900,11419700
E-4-12-III,E,4,12,III,GANGGUAN METABOLIK BAWAAN (BERAT),1,A,PEMERINTAH,INAP,10177800,11857100,13536500
E-4-13-I,E,4,13,I,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (RINGAN),1,A,PEMERINTAH,INAP,5399200,6290100,7181000
E-4-13-II,E,4,13,II,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (SEDANG),1,A,PEMERINTAH,INAP,7908800,9213800,10518800
E-4-13-III,E,4,13,III,GANGGUAN KELENJAR ENDOKRIN LAIN-LAIN (BERAT),1,A,PEMERINTAH,INAP,10338500,12044300,13750200
F-4-10-I,F,4,10,I,SCHIZOFRENIA (RINGAN),1,A,PEMERINTAH,INAP,5748200,6696600,7645100
F-4-10-II,F,4,10,II,SCHIZOFRENIA (SEDANG),1,A,PEMERINTAH,INAP,6606300,7696300,8786400
F-4-10-III,F,4,10,III,SCHIZOFRENIA (BERAT),1,A,PEMERINTAH,INAP,7927600,9235600,10543700
F-4-11-I,F,4,11,I,DEPRESI MAYOR (RINGAN),1,A,PEMERINTAH,INAP,6309700,7350800,8391900
F-4-11-II,F,4,11,II,DEPRESI MAYOR (SEDANG),1,A,PEMERINTAH,INAP,6477300,7546000,8614800
F-4-11-III,F,4,11,III,DEPRESI MAYOR (BERAT),1,A,PEMERINTAH,INAP,8306200,9676700,11047300
F-4-12-I,F,4,12,I,GANGGUAN PERSONALITI & KONTROL IMPULSE (RINGAN),1,A,PEMERINTAH,INAP,3679400,4286500,4893600
F-4-12-II,F,4,12,II,GANGGUAN PERSONALITI & KONTROL IMPULSE (SEDANG),1,A,PEMERINTAH,INAP,5410900,6303600,7196400
F-4-12-III,F,4,12,III,GANGGUAN PERSONALITI & KONTROL IMPULSE (BERAT),1,A,PEMERINTAH,INAP,10826100,12612400,14398700
F-4-13-I,F,4,13,I,GANGGUAN BIPOLAR (RINGAN),1,A,PEMERINTAH,INAP,4478200,5217100,5956100
F-4-13-II,F,4,13,II,GANGGUAN BIPOLAR (SEDANG),1,A,PEMERINTAH,INAP,7285300,8487300,9689400
F-4-13-III,F,4,13,III,GANGGUAN BIPOLAR (BERAT),1,A,PEMERINTAH,INAP,9298600,10832800,12367100
F-4-14-I,F,4,14,I,DEPRESI (RINGAN),1,A,PEMERINTAH,INAP,2555100,2976700,3398300
F-4-14-II,F,4,14,II,DEPRESI (SEDANG),1,A,PEMERINTAH,INAP,3277200,3817900,4358700
F-4-14-III,F,4,14,III,DEPRESI (BERAT),1,A,PEMERINTAH,INAP,5117700,5962100,6806500
F-4-15-I,F,4,15,I,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (RINGAN)",1,A,PEMERINTAH,INAP,4069100,4740500,5411900
F-4-15-II,F,4,15,II,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (SEDANG)",1,A,PEMERINTAH,INAP,6063400,7063900,8064400
F-4-15-III,F,4,15,III,"FOBIA,ANXIETAS DAN NEUROSIS LAIN-LAIN (BERAT)",1,A,PEMERINTAH,INAP,8005600,9326500,10647500
F-4-16-I,F,4,16,I,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (RINGAN),1,A,PEMERINTAH,INAP,8006100,9327100,10648100
F-4-16-II,F,4,16,II,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (SEDANG),1,A,PEMERINTAH,INAP,9308300,10844200,12380100
F-4-16-III,F,4,16,III,GANGGUAN ORGANIK LAIN-LAIN TERMASUK KETERBELAKANGAN MENTAL (BERAT),1,A,PEMERINTAH,INAP,12425000,14475100,16525300
F-4-17-I,F,4,17,I,GANGGUAN MENTAL PADA KANAK-KANAK (RINGAN),1,A,PEMERINTAH,INAP,2551000,2971900,3392800
F-4-17-II,F,4,17,II,GANGGUAN MENTAL PADA KANAK-KANAK (SEDANG),1,A,PEMERINTAH,INAP,6706600,7813200,8919800
F-4-17-III,F,4,17,III,GANGGUAN MENTAL PADA KANAK-KANAK (BERAT),1,A,PEMERINTAH,INAP,7201300,8389500,9577800
F-4-18-I,F,4,18,I,GANGGUAN NUTRISI KOMPULSIF (RINGAN),1,A,PEMERINTAH,INAP,6956700,8104500,9252400
F-4-18-II,F,4,18,II,GANGGUAN NUTRISI KOMPULSIF (SEDANG),1,A,PEMERINTAH,INAP,8702300,10138100,11574000
F-4-18-III,F,4,18,III,GANGGUAN NUTRISI KOMPULSIF (BERAT),1,A,PEMERINTAH,INAP,13490400,15716300,17942200
F-4-19-I,F,4,19,I,GANGGUAN MENTAL LAIN-LAIN (RINGAN),1,A,PEMERINTAH,INAP,5982700,6969900,7957000
F-4-19-II,F,4,19,II,GANGGUAN MENTAL LAIN-LAIN (SEDANG),1,A,PEMERINTAH,INAP,6808100,7931400,9054800
F-4-19-III,F,4,19,III,GANGGUAN MENTAL LAIN-LAIN (BERAT),1,A,PEMERINTAH,INAP,8476000,9874500,11273100
G-1-01-I,G,1,1,I,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (RINGAN),1,A,PEMERINTAH,INAP,32973800,38414400,43855100
G-1-01-II,G,1,1,II,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (SEDANG),1,A,PEMERINTAH,INAP,38138900,44431800,50724700
G-1-01-III,G,1,1,III,PROSEDUR PADA PEMBULUH DARAH INTRA KRANIAL (BERAT),1,A,PEMERINTAH,INAP,60188500,70119600,80050600
G-1-10-I,G,1,10,I,KRANIOTOMI (RINGAN),1,A,PEMERINTAH,INAP,35066200,40852100,46638000
G-1-10-II,G,1,10,II,KRANIOTOMI (SEDANG),1,A,PEMERINTAH,INAP,42947300,50033600,57119900
G-1-10-III,G,1,10,III,KRANIOTOMI (BERAT),1,A,PEMERINTAH,INAP,52776400,61484500,70192600
G-1-11-I,G,1,11,I,PROSEDUR VENTRICULAR SHUNT (RINGAN),1,A,PEMERINTAH,INAP,17260000,20107900,22955800
G-1-11-II,G,1,11,II,PROSEDUR VENTRICULAR SHUNT (SEDANG),1,A,PEMERINTAH,INAP,31555200,36761800,41968400
G-1-11-III,G,1,11,III,PROSEDUR VENTRICULAR SHUNT (BERAT),1,A,PEMERINTAH,INAP,50707800,59074600,67441400
G-1-12-I,G,1,12,I,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (RINGAN),1,A,PEMERINTAH,INAP,7463000,8694400,9925800
G-1-12-II,G,1,12,II,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (SEDANG),1,A,PEMERINTAH,INAP,13509100,15738100,17967200
G-1-12-III,G,1,12,III,PROSEDUR PEMBULUH DARAH EXTRA KRANIAL (BERAT),1,A,PEMERINTAH,INAP,18410400,21448100,24485800
G-1-13-I,G,1,13,I,PROSEDUR CARPAL TUNNEL RELEASE (RINGAN),1,A,PEMERINTAH,INAP,3781100,4405000,5028800
G-1-13-II,G,1,13,II,PROSEDUR CARPAL TUNNEL RELEASE (SEDANG),1,A,PEMERINTAH,INAP,6212200,7237200,8262200
G-1-13-III,G,1,13,III,PROSEDUR CARPAL TUNNEL RELEASE (BERAT),1,A,PEMERINTAH,INAP,13174000,15347700,17521400
G-1-20-I,G,1,20,I,PROSEDUR SARAF KRANIAL DAN PERIFER (RINGAN),1,A,PEMERINTAH,INAP,12204900,14218700,16232500
G-1-20-II,G,1,20,II,PROSEDUR SARAF KRANIAL DAN PERIFER (SEDANG),1,A,PEMERINTAH,INAP,19456300,22666600,25876900
G-1-20-III,G,1,20,III,PROSEDUR SARAF KRANIAL DAN PERIFER (BERAT),1,A,PEMERINTAH,INAP,31491000,36687000,41883100
G-1-30-I,G,1,30,I,PROSEDUR TULANG BELAKANG (RINGAN),1,A,PEMERINTAH,INAP,30405500,35422400,40439300
G-1-30-II,G,1,30,II,PROSEDUR TULANG BELAKANG (SEDANG),1,A,PEMERINTAH,INAP,40994000,47758000,54522000
G-1-30-III,G,1,30,III,PROSEDUR TULANG BELAKANG (BERAT),1,A,PEMERINTAH,INAP,61559500,71716800,81874200
G-4-10-I,G,4,10,I,KECEDERAAN & GANGGUAN TULANG BELAKANG (RINGAN),1,A,PEMERINTAH,INAP,6186100,7206800,8227600
G-4-10-II,G,4,10,II,KECEDERAAN & GANGGUAN TULANG BELAKANG (SEDANG),1,A,PEMERINTAH,INAP,7561600,8809200,10056900
G-4-10-III,G,4,10,III,KECEDERAAN & GANGGUAN TULANG BELAKANG (BERAT),1,A,PEMERINTAH,INAP,10375700,12087700,13799700
G-4-11-I,G,4,11,I,TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF (RINGAN),1,A,PEMERINTAH,INAP,6475900,7544400,8613000
G-4-11-II,G,4,11,II,TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF (SEDANG),1,A,PEMERINTAH,INAP,8602500,10021900,11441300
G-4-11-III,G,4,11,III,TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF (BERAT),1,A,PEMERINTAH,INAP,12639900,14725500,16811100
G-4-12-I,G,4,12,I,SKLEROSIS MULTIPLE & ATAXIA CEREBELAR (RINGAN),1,A,PEMERINTAH,INAP,7184300,8369700,9555100
G-4-12-II,G,4,12,II,SKLEROSIS MULTIPLE & ATAXIA CEREBELAR (SEDANG),1,A,PEMERINTAH,INAP,9364800,10910000,12455200
G-4-12-III,G,4,12,III,SKLEROSIS MULTIPLE & ATAXIA CEREBELAR (BERAT),1,A,PEMERINTAH,INAP,15118400,17612900,20107500
G-4-13-I,G,4,13,I,PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK (RINGAN),1,A,PEMERINTAH,INAP,5115400,5959400,6803400
G-4-13-II,G,4,13,II,PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK (SEDANG),1,A,PEMERINTAH,INAP,7525800,8767500,10009200
G-4-13-III,G,4,13,III,PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK (BERAT),1,A,PEMERINTAH,INAP,10230000,11917900,13605800
G-4-14-I,G,4,14,I,KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK (RINGAN),1,A,PEMERINTAH,INAP,7321100,8529100,9737100
G-4-14-II,G,4,14,II,KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK (SEDANG),1,A,PEMERINTAH,INAP,9787700,11402700,13017700
G-4-14-III,G,4,14,III,KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK (BERAT),1,A,PEMERINTAH,INAP,12284700,14311700,16338700
G-4-15-I,G,4,15,I,KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK (RINGAN),1,A,PEMERINTAH,INAP,5982100,6969100,7956100
G-4-15-II,G,4,15,II,KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK (SEDANG),1,A,PEMERINTAH,INAP,7139200,8317200,9495100
G-4-15-III,G,4,15,III,KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK (BERAT),1,A,PEMERINTAH,INAP,10076400,11739000,13401500
G-4-16-I,G,4,16,I,ISKEMIK TRANSIENT (RINGAN),1,A,PEMERINTAH,INAP,4931300,5745000,6558700
G-4-16-II,G,4,16,II,ISKEMIK TRANSIENT (SEDANG),1,A,PEMERINTAH,INAP,6547000,7627200,8707500
G-4-16-III,G,4,16,III,ISKEMIK TRANSIENT (BERAT),1,A,PEMERINTAH,INAP,9323400,10861800,12400200
G-4-17-I,G,4,17,I,GANGUAN PERSARAFAN KRANIAL DAN PERIFER (RINGAN),1,A,PEMERINTAH,INAP,6568200,7651900,8735700
G-4-17-II,G,4,17,II,GANGUAN PERSARAFAN KRANIAL DAN PERIFER (SEDANG),1,A,PEMERINTAH,INAP,8612300,10033300,11454400
G-4-17-III,G,4,17,III,GANGUAN PERSARAFAN KRANIAL DAN PERIFER (BERAT),1,A,PEMERINTAH,INAP,10821800,12607400,14393000
G-4-18-I,G,4,18,I,INFEKSI BAKTERI SISTEM PERSARAFAN (RINGAN),1,A,PEMERINTAH,INAP,6472500,7540400,8608400
G-4-18-II,G,4,18,II,INFEKSI BAKTERI SISTEM PERSARAFAN (SEDANG),1,A,PEMERINTAH,INAP,8967600,10447300,11926900
G-4-18-III,G,4,18,III,INFEKSI BAKTERI SISTEM PERSARAFAN (BERAT),1,A,PEMERINTAH,INAP,9935000,11574300,13213600
G-4-19-I,G,4,19,I,INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) (RINGAN),1,A,PEMERINTAH,INAP,5397000,6287500,7178000
G-4-19-II,G,4,19,II,INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) (SEDANG),1,A,PEMERINTAH,INAP,9122100,10627200,12132400
G-4-19-III,G,4,19,III,INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) (BERAT),1,A,PEMERINTAH,INAP,11976900,13953100,15929300
G-4-20-I,G,4,20,I,MENINGITIS VIRUS (RINGAN),1,A,PEMERINTAH,INAP,4354700,5073200,5791700
G-4-20-II,G,4,20,II,MENINGITIS VIRUS (SEDANG),1,A,PEMERINTAH,INAP,6395600,7450800,8506100
G-4-20-III,G,4,20,III,MENINGITIS VIRUS (BERAT),1,A,PEMERINTAH,INAP,9987700,11635700,13283600
G-4-21-I,G,4,21,I,KOMA & STUPOR NON TRAUMA (RINGAN),1,A,PEMERINTAH,INAP,4306200,5016700,5727200
G-4-21-II,G,4,21,II,KOMA & STUPOR NON TRAUMA (SEDANG),1,A,PEMERINTAH,INAP,6654100,7752000,8850000
G-4-21-III,G,4,21,III,KOMA & STUPOR NON TRAUMA (BERAT),1,A,PEMERINTAH,INAP,7820100,9110400,10400800
G-4-22-I,G,4,22,I,SERANGAN KEJANG (RINGAN),1,A,PEMERINTAH,INAP,3251900,3788400,4325000
G-4-22-II,G,4,22,II,SERANGAN KEJANG (SEDANG),1,A,PEMERINTAH,INAP,5216400,6077100,6937900
G-4-22-III,G,4,22,III,SERANGAN KEJANG (BERAT),1,A,PEMERINTAH,INAP,8228500,9586200,10943900
G-4-23-I,G,4,23,I,MIGREN DAN SAKIT KEPALA LAIN (RINGAN),1,A,PEMERINTAH,INAP,3870200,4508800,5147400
G-4-23-II,G,4,23,II,MIGREN DAN SAKIT KEPALA LAIN ((SEDANG),1,A,PEMERINTAH,INAP,4855800,5657000,6458200
G-4-23-III,G,4,23,III,MIGREN DAN SAKIT KEPALA LAIN (BERAT),1,A,PEMERINTAH,INAP,6913400,8054100,9194900
G-4-24-I,G,4,24,I,TRAUMA KEPALA (RINGAN),1,A,PEMERINTAH,INAP,4310800,5022100,5733400
G-4-24-II,G,4,24,II,TRAUMA KEPALA (SEDANG),1,A,PEMERINTAH,INAP,5553800,6470200,7386600
G-4-24-III,G,4,24,III,TRAUMA KEPALA (BERAT),1,A,PEMERINTAH,INAP,8972500,10452900,11933400
G-4-25-I,G,4,25,I,GEGAR OTAK (RINGAN),1,A,PEMERINTAH,INAP,3683500,4291300,4899100
G-4-25-II,G,4,25,II,GEGAR OTAK (SEDANG),1,A,PEMERINTAH,INAP,4658200,5426800,6195500
G-4-25-III,G,4,25,III,GEGAR OTAK (BERAT),1,A,PEMERINTAH,INAP,6173100,7191600,8210200
G-4-26-I,G,4,26,I,GANGGUAN - PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (RINGAN),1,A,PEMERINTAH,INAP,4199500,4892400,5585400
